REGIAO_ORIGEM,UF,DATE,TMIN,TMAX,PREC
Montanhas de Minas,MG,1988-07-01,16.122812434246665,27.055074458731745,1273.4875101648774
Montanhas do Espírito Santo,ES,1988-07-01,15.927943356831868,26.99601173400879,1210.542041829427
Média Mogiana,SP,1988-07-01,14.941208352213321,26.463775551837422,1525.9899995223336
Noroeste/Norte do Rio de Janeiro,RJ,1988-07-01,18.352774511409713,28.726163163969787,1187.1138637880736
Norte Pioneiro do Paraná,PR,1988-07-01,15.544793954132297,27.460487122231342,1188.8580525716145
Norte e Noroeste de Minas,MG,1988-07-01,17.872693847726893,30.378547951027198,1313.7545657687717
Oeste da Bahia,BA,1988-07-01,17.63142369520218,30.368807596318863,1222.6753162241237
Ourinhos e Avaré,SP,1988-07-01,15.923677916167884,26.856944320022418,1261.1163408833165
Paraná,PR,1988-07-01,16.685919378933153,28.12849692608181,1187.177107258847
Pernambuco,PE,1988-07-01,18.635152376615086,28.307169635479266,1072.9967989408053
Pinhal,SP,1988-07-01,15.671672454247108,27.71032744187575,1464.558377779447
Planalto Central,DF,1988-07-01,16.991262241646094,27.368592438874423,1445.335157606337
Planalto de Vitória da Conquista,BA,1988-07-01,17.748645452030917,27.728389079110663,588.2310562133789
Rondônia,RO,1988-07-01,20.281988364797485,31.117301701736693,1967.7266741049114
Serrana de Itiruçu/Brejões,BA,1988-07-01,18.12094082943229,27.279182167940363,899.2879915459212
Serrana do Rio de Janeiro,RJ,1988-07-01,15.483055638331994,25.91224068286372,1511.4280431410846
Sul de Minas,MG,1988-07-01,13.775288800048829,26.58803483276367,1373.748370703125
Sul do Rio de Janeiro,RJ,1988-07-01,16.081060262826774,26.522338524842873,1611.5597236828926
Acre,AC,1989-07-02,18.443623192945317,31.000147294758552,2127.0916514947785
Alta Mogiana,SP,1989-07-02,16.025104983099574,26.894854940217115,1749.202043204472
Atlântico Baiano,BA,1989-07-02,19.54352711542556,28.165640243112225,1573.5311006171519
Campo das Vertentes,MG,1989-07-02,14.214850383646349,26.1793072644402,1456.9752771714154
Caparaó,ES,1989-07-02,14.69774281106344,25.315569203074386,1379.9426626810214
Ceará,CE,1989-07-02,20.413901781795,29.76491111215919,1387.0261064009233
Cerrado Mineiro,MG,1989-07-02,16.72145940847772,28.824262929012068,1517.5649077926857
Chapada Diamantina,BA,1989-07-02,17.240918893353204,27.017676527172217,926.9127356093169
Chapada de Minas,MG,1989-07-02,16.677555091016234,28.33321927569515,1047.5942542676823
Conilon Capixaba,ES,1989-07-02,19.467595683203804,29.8697032045435,1117.3607256854023
Goiás,GO,1989-07-02,17.124659112712926,28.31306793678247,1794.6539377178847
Mantiqueira de Minas,MG,1989-07-02,12.064408650765053,25.62973062808697,1538.2379878117488
Marília e Garça,SP,1989-07-02,16.352286847432456,27.37788636949327,1645.3101508246527
Matas de Minas,MG,1989-07-02,15.393256647603495,26.26789911977061,1221.9925759055398
Matas de Rondônia,RO,1989-07-02,20.04434254411338,30.700071589152017,2080.3852496603263
Mato Grosso,MT,1989-07-02,20.304583535068122,30.784932407124195,2030.3199699950248
Montanhas de Minas,MG,1989-07-02,16.119178587332705,26.839631442736863,1285.4390173890538
Montanhas do Espírito Santo,ES,1989-07-02,15.820738398234049,27.018321431477865,1415.1038248697917
Média Mogiana,SP,1989-07-02,14.438387269559113,25.978757568027664,1515.9107533330503
Noroeste/Norte do Rio de Janeiro,RJ,1989-07-02,18.346604938748516,29.08505070360401,1128.8341342588014
Norte Pioneiro do Paraná,PR,1989-07-02,15.181167521375292,26.49201071177814,1701.7257703415892
Norte e Noroeste de Minas,MG,1989-07-02,17.608282830980087,29.76101205084059,1481.5182427300347
Oeste da Bahia,BA,1989-07-02,18.112177670320726,30.196275782457647,1379.304833723262
Ourinhos e Avaré,SP,1989-07-02,15.341536850057622,26.09833143090689,1568.0822425760248
Paraná,PR,1989-07-02,16.215740915976074,26.851967281416844,1742.3600712826378
Pernambuco,PE,1989-07-02,18.630383682250976,28.194589614868164,1142.6441997821514
Pinhal,SP,1989-07-02,14.789915745074932,27.09293094048133,1575.230694110577
Planalto Central,DF,1989-07-02,16.78912980468185,27.215261883205837,1697.061839916088
Planalto de Vitória da Conquista,BA,1989-07-02,17.32212707870885,27.600132072181033,918.7673784222519
Rondônia,RO,1989-07-02,20.071395618367944,30.810121143314216,2170.1109236450584
Serrana de Itiruçu/Brejões,BA,1989-07-02,18.06445250400277,27.136089746342147,1079.0212310081304
Serrana do Rio de Janeiro,RJ,1989-07-02,15.551434890896667,25.93035234189501,1473.0848580154718
Sul de Minas,MG,1989-07-02,13.468956478118896,26.142891967773437,1524.15716171875
Sul do Rio de Janeiro,RJ,1989-07-02,16.1347378217257,26.475922608986878,1417.5045698116987
Acre,AC,1990-07-02,19.081877866582055,30.858035097170117,1812.9062587412159
Alta Mogiana,SP,1990-07-02,16.988134137515363,27.501061669711408,1409.38792051118
Atlântico Baiano,BA,1990-07-02,19.74755448293468,28.211819949215407,1357.1804140691888
Campo das Vertentes,MG,1990-07-02,14.424649420906515,26.883002309238208,1097.5623249727137
Caparaó,ES,1990-07-02,15.39803521226092,27.081843445940716,1068.7349674876143
Ceará,CE,1990-07-02,20.54808919116704,30.715955406728416,775.6849639584319
Cerrado Mineiro,MG,1990-07-02,16.865428299637315,29.390493136261806,983.9959724378882
Chapada Diamantina,BA,1990-07-02,17.069226959824118,27.093615393656336,504.5794947173959
Chapada de Minas,MG,1990-07-02,16.938025577721646,28.888970355376653,707.3244288108527
Conilon Capixaba,ES,1990-07-02,19.50594437563861,30.443883154127334,830.2103316695602
Goiás,GO,1990-07-02,17.23872546476116,29.39403806413923,1146.3228758785926
Mantiqueira de Minas,MG,1990-07-02,12.445897212395302,26.264621844658485,1277.3021850585938
Marília e Garça,SP,1990-07-02,16.71943384806315,28.165773264567058,1427.1279866536458
Matas de Minas,MG,1990-07-02,16.076447580244157,27.57762028620793,886.2381472287478
Matas de Rondônia,RO,1990-07-02,20.62505956456281,30.98647765007572,2161.3367881000904
Mato Grosso,MT,1990-07-02,20.57964827764831,31.115812715335572,1921.9777453351592
Montanhas de Minas,MG,1990-07-02,16.57698538787383,27.884754180908203,928.8622889698
Montanhas do Espírito Santo,ES,1990-07-02,16.26350882212321,27.554883524576823,1052.828973795573
Média Mogiana,SP,1990-07-02,14.990268220072208,26.719395139943,1305.949329542077
Noroeste/Norte do Rio de Janeiro,RJ,1990-07-02,19.126107638395286,30.180803274806543,762.5251959305775
Norte Pioneiro do Paraná,PR,1990-07-02,15.386610639856217,27.1389843419934,1512.2120196836215
Norte e Noroeste de Minas,MG,1990-07-02,17.632406640935827,30.057366759688765,1112.1423531991463
Oeste da Bahia,BA,1990-07-02,18.08346632075182,30.760726806314235,725.7408616581065
Ourinhos e Avaré,SP,1990-07-02,15.86840453199161,26.998478202409643,1405.081332955309
Paraná,PR,1990-07-02,16.631653876681078,27.26479915568703,1794.9130953738563
Pernambuco,PE,1990-07-02,18.801889243492713,29.07344034635104,617.6844665527344
Pinhal,SP,1990-07-02,15.80676192503709,27.77601168705867,1310.2503333458533
Planalto Central,DF,1990-07-02,16.76575360474763,27.5553145232024,1171.133396855107
Planalto de Vitória da Conquista,BA,1990-07-02,17.697749288458574,27.739286313977157,566.8999660558868
Rondônia,RO,1990-07-02,20.76925771814543,31.069820158769897,2011.0629749261486
Serrana de Itiruçu/Brejões,BA,1990-07-02,17.953712818234465,27.49184156018634,731.7201339366824
Serrana do Rio de Janeiro,RJ,1990-07-02,16.081736863828173,26.918397791245404,1198.5764016544117
Sul de Minas,MG,1990-07-02,13.731434246063232,26.78083296813965,1152.7157108398437
Sul do Rio de Janeiro,RJ,1990-07-02,16.72610806196164,27.64304816417205,1089.9759537134414
Acre,AC,1991-07-02,20.890161871311054,30.900934566804512,2042.1827187082874
Alta Mogiana,SP,1991-07-02,16.922141502643452,27.52098198594718,1762.428887728987
Atlântico Baiano,BA,1991-07-02,19.460368787861306,28.426148209941985,1408.859282471818
Campo das Vertentes,MG,1991-07-02,14.26152125526877,26.42007084453807,1605.788283404182
Caparaó,ES,1991-07-02,15.089940885218178,25.8116057326154,1530.6982660060976
Ceará,CE,1991-07-02,20.57641670920632,30.471660614013672,853.8621829254458
Cerrado Mineiro,MG,1991-07-02,16.521436016011684,28.55777953327566,1654.919996115485
Chapada Diamantina,BA,1991-07-02,17.080249038327583,26.820732839931786,718.1006959822985
Chapada de Minas,MG,1991-07-02,16.953931008878552,27.852133626700297,1061.350312256728
Conilon Capixaba,ES,1991-07-02,19.540206255736173,29.142213697786683,1283.531169184932
Goiás,GO,1991-07-02,17.305793829561235,29.27337680467633,1577.714400338897
Mantiqueira de Minas,MG,1991-07-02,12.122856286855844,25.97985946215116,1536.9935420109675
Marília e Garça,SP,1991-07-02,17.068069415622286,28.506503126356336,1458.0489963107639
Matas de Minas,MG,1991-07-02,15.668653174713775,26.3883182685692,1439.07334803868
Matas de Rondônia,RO,1991-07-02,19.81570162012957,31.113667208906534,1831.6426609205164
Mato Grosso,MT,1991-07-02,19.566076366477475,31.211159003788104,2115.7341086157935
Montanhas de Minas,MG,1991-07-02,16.293139472043602,26.795955378310126,1525.167878803454
Montanhas do Espírito Santo,ES,1991-07-02,15.98604726155599,26.32145462036133,1535.300821126302
Média Mogiana,SP,1991-07-02,15.177513381709224,26.308148695074994,1709.5554331903872
Noroeste/Norte do Rio de Janeiro,RJ,1991-07-02,18.719440629210652,28.81311264520959,1242.3867488812796
Norte Pioneiro do Paraná,PR,1991-07-02,15.732599251659204,27.525587163072952,1408.996059985871
Norte e Noroeste de Minas,MG,1991-07-02,17.673128635795027,29.639267294495195,1568.3088407163266
Oeste da Bahia,BA,1991-07-02,17.524030420231945,29.935279096511596,1117.6735332305418
Ourinhos e Avaré,SP,1991-07-02,16.10460228048345,27.37240081705073,1665.3077943863407
Paraná,PR,1991-07-02,16.86575620425375,28.05166062555815,1333.7516885054738
Pernambuco,PE,1991-07-02,18.872652846116285,28.73829231262207,713.2370952899639
Pinhal,SP,1991-07-02,16.154283156761757,27.33393221635085,1712.73776949369
Planalto Central,DF,1991-07-02,16.61463477876451,26.943884778905797,1621.2861350730614
Planalto de Vitória da Conquista,BA,1991-07-02,17.548990697191474,27.183608389737312,725.7932770043088
Rondônia,RO,1991-07-02,20.636150639559013,31.13074967987783,1927.0429849948016
Serrana de Itiruçu/Brejões,BA,1991-07-02,17.79820304693178,27.15310602409895,827.2635224808095
Serrana do Rio de Janeiro,RJ,1991-07-02,15.657973607381185,26.068828358369714,1662.862211339614
Sul de Minas,MG,1991-07-02,13.805310775756835,26.347522106933592,1642.9801873046874
Sul do Rio de Janeiro,RJ,1991-07-02,15.88772089053423,26.817471333039112,1460.0628192608174
Acre,AC,1992-07-01,20.79389914076532,30.933849344301464,1896.941351502385
Alta Mogiana,SP,1992-07-01,16.827252782624342,26.980992218543744,1821.5053858263739
Atlântico Baiano,BA,1992-07-01,19.622890685791294,28.292490780625712,1691.7957579730307
Campo das Vertentes,MG,1992-07-01,14.51138991468093,25.9450782327091,1666.5334616268383
Caparaó,ES,1992-07-01,15.088967020918684,24.955272674560547,1501.0490484470274
Ceará,CE,1992-07-01,20.349671778052745,30.92412160622953,688.2158881293403
Cerrado Mineiro,MG,1992-07-01,16.715513991519778,28.115751477748958,1911.9888222261986
Chapada Diamantina,BA,1992-07-01,16.722047454805622,26.274902180668146,1144.1945297071038
Chapada de Minas,MG,1992-07-01,16.9433395894821,27.399553144190236,1567.0409369526385
Conilon Capixaba,ES,1992-07-01,19.543683422936333,28.815575776276766,1731.2890252007378
Goiás,GO,1992-07-01,17.41380278677657,28.803824646706374,1781.2966371294392
Mantiqueira de Minas,MG,1992-07-01,12.912255213810848,25.46867975821862,1554.4698169414814
Marília e Garça,SP,1992-07-01,17.097117487589518,27.880937830607095,1396.003040907118
Matas de Minas,MG,1992-07-01,15.84204639754929,25.759565700184215,1487.293472396744
Matas de Rondônia,RO,1992-07-01,19.950146628117217,30.903467250215833,1862.3320981233016
Mato Grosso,MT,1992-07-01,19.47440814611139,31.188831718993217,2049.0248750203195
Montanhas de Minas,MG,1992-07-01,16.503085762038268,26.59475743143182,1612.5309305979792
Montanhas do Espírito Santo,ES,1992-07-01,16.099838116963703,26.171261698404948,1553.01009765625
Média Mogiana,SP,1992-07-01,15.200123538141666,26.247928494992465,1505.8600158691406
Noroeste/Norte do Rio de Janeiro,RJ,1992-07-01,18.903296881084202,28.535767663883256,1196.2671933717365
Norte Pioneiro do Paraná,PR,1992-07-01,15.756635199201869,26.861795046650773,1572.334463998781
Norte e Noroeste de Minas,MG,1992-07-01,17.99528964802071,29.316137260860867,1723.3260735405815
Oeste da Bahia,BA,1992-07-01,17.69874282061735,29.611541827094747,1588.8485226554667
Ourinhos e Avaré,SP,1992-07-01,15.79535266917239,26.672942725560997,1486.3104051159273
Paraná,PR,1992-07-01,16.69518597816166,27.057232593235216,1834.6845962122868
Pernambuco,PE,1992-07-01,18.60159970797025,28.118805841299203,886.7393451397236
Pinhal,SP,1992-07-01,15.739709927485539,27.04242442204402,1636.7626201923076
Planalto Central,DF,1992-07-01,16.913863994457103,26.44872866736518,1865.2875727900753
Planalto de Vitória da Conquista,BA,1992-07-01,17.493991295496624,26.611874689135636,1050.602797123424
Rondônia,RO,1992-07-01,20.64993866147403,31.045716387601672,1831.7702642966751
Serrana de Itiruçu/Brejões,BA,1992-07-01,17.76831072430278,26.821010478707247,1046.8340056663335
Serrana do Rio de Janeiro,RJ,1992-07-01,16.1610502168244,25.786013509712966,1550.7393966375612
Sul de Minas,MG,1992-07-01,14.069938440704346,26.005433462524415,1735.003738671875
Sul do Rio de Janeiro,RJ,1992-07-01,15.437551327240772,26.47072914319161,1318.6981921073718
Acre,AC,1993-07-02,20.11789273736465,31.033317127419476,1944.2107295510757
Alta Mogiana,SP,1993-07-02,16.751613419631433,27.5360772691924,1553.3103848161368
Atlântico Baiano,BA,1993-07-02,19.625794841818614,28.712464005979772,866.5544673275185
Campo das Vertentes,MG,1993-07-02,14.580462469774133,26.846712645362405,1358.5284334070543
Caparaó,ES,1993-07-02,15.145969832815775,27.27169953322992,1103.356440846513
Ceará,CE,1993-07-02,20.366545783148872,31.702824448094223,546.879472212358
Cerrado Mineiro,MG,1993-07-02,16.758461093310245,29.38054621046868,1259.3463026090192
Chapada Diamantina,BA,1993-07-02,17.018930981150348,28.36853130156223,270.17110740916877
Chapada de Minas,MG,1993-07-02,16.726936742843684,29.41372174707596,636.1149498990422
Conilon Capixaba,ES,1993-07-02,19.68644027356748,30.484057037918657,807.6436852349175
Goiás,GO,1993-07-02,17.17672838483538,29.84917288301079,1343.388255405579
Mantiqueira de Minas,MG,1993-07-02,12.667538257745596,26.24936687029325,1423.2445479172927
Marília e Garça,SP,1993-07-02,17.11086023118761,28.444014019436306,1551.2798936631943
Matas de Minas,MG,1993-07-02,15.787847138784983,27.733037014941235,918.4584103030759
Matas de Rondônia,RO,1993-07-02,20.497499991154324,31.520352100980453,1916.8257957569067
Mato Grosso,MT,1993-07-02,20.57834134336378,31.744290848547994,1834.965836244754
Montanhas de Minas,MG,1993-07-02,16.489069933281804,27.763584230179177,1032.8265795026507
Montanhas do Espírito Santo,ES,1993-07-02,16.000031496683757,27.804831008911133,1023.761288248698
Média Mogiana,SP,1993-07-02,14.883158165475596,27.00416734944219,1444.8326588506284
Noroeste/Norte do Rio de Janeiro,RJ,1993-07-02,18.939005549949936,30.02105652531491,911.4074900180478
Norte Pioneiro do Paraná,PR,1993-07-02,15.926149970250773,27.416815128732235,1513.5253360829454
Norte e Noroeste de Minas,MG,1993-07-02,17.864126293747514,30.365973825807924,1391.5348310117367
Oeste da Bahia,BA,1993-07-02,17.95344412645554,31.231604106923477,780.2111177495457
Ourinhos e Avaré,SP,1993-07-02,16.065066040203135,27.649301693003665,1605.2154344128023
Paraná,PR,1993-07-02,16.63405498705412,27.699180963792298,1587.0829869320519
Pernambuco,PE,1993-07-02,19.078204345703124,29.209091626680813,420.4174903282752
Pinhal,SP,1993-07-02,15.383291978102465,27.814011280353252,1585.1190889798677
Planalto Central,DF,1993-07-02,16.97945001390245,27.782256691544145,1246.2467696578415
Planalto de Vitória da Conquista,BA,1993-07-02,17.261529935033696,28.516255403819837,402.0954520242256
Rondônia,RO,1993-07-02,20.669472474130544,31.28067241871273,1940.1896212743172
Serrana de Itiruçu/Brejões,BA,1993-07-02,17.995551164760148,28.243719078773676,445.271250702614
Serrana do Rio de Janeiro,RJ,1993-07-02,16.174368428248986,27.201197343714096,1100.6858855602788
Sul de Minas,MG,1993-07-02,13.826050350952148,26.80524743347168,1338.7313623046875
Sul do Rio de Janeiro,RJ,1993-07-02,15.145485364473783,27.196750396337265,1083.0192542442908
Acre,AC,1994-07-02,20.249056895174572,31.545396965352733,2067.222236058221
Alta Mogiana,SP,1994-07-02,17.052315547548492,28.383563173228296,1414.322998046875
Atlântico Baiano,BA,1994-07-02,19.840122405796834,28.719338508501444,1148.3734568417344
Campo das Vertentes,MG,1994-07-02,14.350944070255055,27.231240581063663,1353.9011858771828
Caparaó,ES,1994-07-02,14.913899328650498,25.896468883607447,1472.6896496284298
Ceará,CE,1994-07-02,20.081451319684884,30.247096013541174,1364.1370849609375
Cerrado Mineiro,MG,1994-07-02,16.98070688622832,29.454590212977944,1355.686299010093
Chapada Diamantina,BA,1994-07-02,17.27546946089507,27.48361169893059,597.1683166957699
Chapada de Minas,MG,1994-07-02,16.837643780148326,28.897081737586188,904.909205926101
Conilon Capixaba,ES,1994-07-02,19.522125279461896,30.261849844897235,987.4921129014757
Goiás,GO,1994-07-02,17.35524682554732,30.060771152257537,1422.9345319083568
Mantiqueira de Minas,MG,1994-07-02,12.599976429572472,26.71727151137132,1250.4505932147686
Marília e Garça,SP,1994-07-02,17.276915656195747,29.404200829399958,1223.5191040039062
Matas de Minas,MG,1994-07-02,15.567460386903136,26.62956595254111,1358.6393513712849
Matas de Rondônia,RO,1994-07-02,20.545453129643978,31.702955959154213,1806.2956939254982
Mato Grosso,MT,1994-07-02,20.615336449419864,31.776245368534198,2040.5155365644457
Montanhas de Minas,MG,1994-07-02,16.23275541542168,27.54425591633732,1295.848018330739
Montanhas do Espírito Santo,ES,1994-07-02,15.987580579121907,26.633563639322915,1393.2749251302084
Média Mogiana,SP,1994-07-02,14.625708383062612,27.34352789754453,1281.6248500658119
Noroeste/Norte do Rio de Janeiro,RJ,1994-07-02,18.85627330104007,29.517254503467417,1142.8098832142505
Norte Pioneiro do Paraná,PR,1994-07-02,16.026491070470065,28.293036981677332,1206.2780194654533
Norte e Noroeste de Minas,MG,1994-07-02,18.148057725694443,30.862865774719804,1357.8169900399666
Oeste da Bahia,BA,1994-07-02,18.0217022895813,30.862527612696358,1056.8652139755493
Ourinhos e Avaré,SP,1994-07-02,16.4459042087678,28.641775725990215,1301.3097455424647
Paraná,PR,1994-07-02,16.983395552948902,28.51499019484771,1501.677990361264
Pernambuco,PE,1994-07-02,19.14711145254282,28.597877385066106,978.910942195012
Pinhal,SP,1994-07-02,14.491185811849741,28.13867055452787,1323.5431189903845
Planalto Central,DF,1994-07-02,16.70443842146132,27.734635070518213,1433.6878074363426
Planalto de Vitória da Conquista,BA,1994-07-02,17.587312577063578,27.861580162717583,611.3633805659779
Rondônia,RO,1994-07-02,20.810863116576133,31.571711969162056,2018.6505000821612
Serrana de Itiruçu/Brejões,BA,1994-07-02,18.262675440588662,27.541938737381336,747.1918352703716
Serrana do Rio de Janeiro,RJ,1994-07-02,15.964692601970597,26.936696183447744,1439.9822064568016
Sul de Minas,MG,1994-07-02,13.785358493804932,27.204800436401367,1354.311829296875
Sul do Rio de Janeiro,RJ,1994-07-02,14.48425701336983,26.96436608143342,1336.1780661558494
Acre,AC,1995-07-02,20.23885866145992,31.897203340003237,1810.6026852094947
Alta Mogiana,SP,1995-07-02,16.9865246147945,28.150549230904414,1744.6928395238415
Atlântico Baiano,BA,1995-07-02,20.360975570330336,29.27185704827853,1252.0711095801228
Campo das Vertentes,MG,1995-07-02,15.379187878440408,27.48361825942993,1393.1636532054229
Caparaó,ES,1995-07-02,15.384279297619331,26.883874986229873,1333.4623160013339
Ceará,CE,1995-07-02,20.465726178101818,30.624189627290978,1242.0142427694918
Cerrado Mineiro,MG,1995-07-02,17.530140387098736,29.518613692889797,1291.240234375
Chapada Diamantina,BA,1995-07-02,16.714855396171483,27.49563530563865,737.8658580000073
Chapada de Minas,MG,1995-07-02,17.421102239398344,29.24180344415305,1000.6952476854426
Conilon Capixaba,ES,1995-07-02,19.90302762278804,30.602804749100297,1014.4771886754919
Goiás,GO,1995-07-02,17.777044585581574,29.91065087479152,1415.6947652409585
Mantiqueira de Minas,MG,1995-07-02,12.598987854444063,26.359693673940804,1420.2740877591646
Marília e Garça,SP,1995-07-02,17.286048973931205,29.19821637471517,1441.0683973524306
Matas de Minas,MG,1995-07-02,15.998223778251168,27.40469048239968,1170.159026032561
Matas de Rondônia,RO,1995-07-02,20.351926792531774,31.49131465303725,2007.8176980723506
Mato Grosso,MT,1995-07-02,20.094935134560583,31.64490799464915,2091.81873620744
Montanhas de Minas,MG,1995-07-02,16.598000963827722,27.9104294131573,1364.5115660473816
Montanhas do Espírito Santo,ES,1995-07-02,16.17041971842448,27.622725524902343,1229.0411271158855
Média Mogiana,SP,1995-07-02,15.087036796238111,26.8998702712681,1635.4411966075068
Noroeste/Norte do Rio de Janeiro,RJ,1995-07-02,19.061287324639814,30.046524337575406,1184.015183074565
Norte Pioneiro do Paraná,PR,1995-07-02,15.999302640874335,27.918941876567,1519.0806685643838
Norte e Noroeste de Minas,MG,1995-07-02,18.39112036316483,30.728510061899822,1363.7940405386466
Oeste da Bahia,BA,1995-07-02,18.08599500605129,30.742831582054098,1284.1409113266889
Ourinhos e Avaré,SP,1995-07-02,16.538993866212905,28.466492560602003,1469.3790571971606
Paraná,PR,1995-07-02,16.944936724085558,28.13787015801982,1578.1949766058672
Pernambuco,PE,1995-07-02,18.93859285207895,28.879205674391528,809.5557556152344
Pinhal,SP,1995-07-02,15.07112899193397,27.667624473571777,1630.0229163536658
Planalto Central,DF,1995-07-02,16.765557995548956,27.775711059570312,1393.703059443721
Planalto de Vitória da Conquista,BA,1995-07-02,18.34568901229323,28.266984881016246,763.188820554499
Rondônia,RO,1995-07-02,20.78447983315261,31.469221933942077,1922.1135119574237
Serrana de Itiruçu/Brejões,BA,1995-07-02,18.082890244417413,28.04546671135481,775.38580322265625
Serrana do Rio de Janeiro,RJ,1995-07-02,16.115424941567813,26.968240550920076,1439.7607230392157
Sul de Minas,MG,1995-07-02,14.147789057922363,26.993573654174806,1516.56339921875
Sul do Rio de Janeiro,RJ,1995-07-02,15.768625919635479,27.204667018010067,1371.1380051832932
Acre,AC,1996-07-01,20.437819368276166,31.38817129422672,1797.617595423406
Alta Mogiana,SP,1996-07-01,16.642487591710584,27.667811919902935,1721.4250909213363
Atlântico Baiano,BA,1996-07-01,19.905551048174296,29.22330999156656,866.7270210997699
Campo das Vertentes,MG,1996-07-01,14.871390160392313,26.805853114408606,1693.0663613712086
Caparaó,ES,1996-07-01,14.919600765879562,26.60745643987888,1360.6211354325458
Ceará,CE,1996-07-01,20.307331335665,31.022623274061417,1208.5350773358587
Cerrado Mineiro,MG,1996-07-01,17.13165681159768,29.39504589057117,1227.0691053181208
Chapada Diamantina,BA,1996-07-01,17.377397895302472,27.75025531527721,505.4409268744373
Chapada de Minas,MG,1996-07-01,17.109104852913962,29.315168217832085,764.8004353696341
Conilon Capixaba,ES,1996-07-01,19.321392677448415,30.358582426000524,983.8127853958695
Goiás,GO,1996-07-01,17.620907688600102,29.73949358283421,1420.1824078261375
Mantiqueira de Minas,MG,1996-07-01,12.4338019994589,26.028389600607063,1853.8096360426682
Marília e Garça,SP,1996-07-01,17.749307250976564,28.760034773084854,1379.5358751085068
Matas de Minas,MG,1996-07-01,15.565973768701086,27.07567356349705,1265.2009584653629
Matas de Rondônia,RO,1996-07-01,19.78143772733384,30.822657460751742,1762.6345480213995
Mato Grosso,MT,1996-07-01,19.738573991936665,31.374500510370897,1968.576957404388
Montanhas de Minas,MG,1996-07-01,16.180375346563814,27.39329755395875,1346.9429341940056
Montanhas do Espírito Santo,ES,1996-07-01,15.824874305725098,27.190895334879556,1357.0978043619791
Média Mogiana,SP,1996-07-01,14.832259841587232,26.310234525929328,1745.8596682341201
Noroeste/Norte do Rio de Janeiro,RJ,1996-07-01,18.855535253693787,29.16566544544848,1244.671512652047
Norte Pioneiro do Paraná,PR,1996-07-01,16.209919834813327,27.102201908192736,1354.124823387633
Norte e Noroeste de Minas,MG,1996-07-01,18.061485290527344,30.486549933751423,1305.6689043398258
Oeste da Bahia,BA,1996-07-01,18.005969965521665,31.043761100361053,848.9692930741744
Ourinhos e Avaré,SP,1996-07-01,16.209240205826298,27.885408237416257,1397.0836299773187
Paraná,PR,1996-07-01,16.688379626525077,27.658799858469713,1621.0593641180742
Pernambuco,PE,1996-07-01,19.042652394221378,28.47461251478929,1024.9878596379206
Pinhal,SP,1996-07-01,14.860941703502949,27.14643434377817,1747.7623384915864
Planalto Central,DF,1996-07-01,16.566185509717023,27.850084869949907,1111.567812319155
Planalto de Vitória da Conquista,BA,1996-07-01,18.125070714114006,28.551521125592682,394.05377050031694
Rondônia,RO,1996-07-01,20.519906871988464,30.90780879805962,1913.545184993927
Serrana de Itiruçu/Brejões,BA,1996-07-01,18.001149865083917,27.88672376233478,546.0231149362963
Serrana do Rio de Janeiro,RJ,1996-07-01,15.813305948294845,26.250720715990255,1641.9051370059742
Sul de Minas,MG,1996-07-01,13.901804078674317,26.574058770751954,1667.1975818359374
Sul do Rio de Janeiro,RJ,1996-07-01,15.828249540084448,26.518382928310295,1682.5772266877004
Acre,AC,1997-07-02,21.213432448593217,31.65148492075091,1723.5382330046227
Alta Mogiana,SP,1997-07-02,16.817819365139666,28.03666045747954,1627.9511845029633
Atlântico Baiano,BA,1997-07-02,20.000679242556497,28.701596786986748,1250.299759259507
Campo das Vertentes,MG,1997-07-02,15.356879304437076,27.57900956097771,1617.8987839642693
Caparaó,ES,1997-07-02,15.034369305866521,27.242822367970536,1533.145623928163
Ceará,CE,1997-07-02,20.453497857758492,31.579749560115314,723.1148089784565
Cerrado Mineiro,MG,1997-07-02,17.252098385591683,29.24100621541341,1481.7019545908547
Chapada Diamantina,BA,1997-07-02,17.332061593860498,26.68359136758684,990.9281683145402
Chapada de Minas,MG,1997-07-02,16.811014063417698,28.958447150233802,994.7113802112294
Conilon Capixaba,ES,1997-07-02,18.8374359342787,30.739261521233452,1041.0755688702618
Goiás,GO,1997-07-02,17.690317017691477,29.680850033584033,1611.241632207439
Mantiqueira de Minas,MG,1997-07-02,12.540174869390635,26.668114001934345,1427.4764779897837
Marília e Garça,SP,1997-07-02,17.931742901272244,29.052487564086913,1440.4370225694445
Matas de Minas,MG,1997-07-02,15.561369349072864,27.35541190300788,1392.0174628837958
Matas de Rondônia,RO,1997-07-02,20.709516248841215,31.33108487336532,1829.2699399201767
Mato Grosso,MT,1997-07-02,20.319141478135638,31.922501511110784,1908.4350350417226
Montanhas de Minas,MG,1997-07-02,16.266585796399223,27.793331612321666,1432.265925013033
Montanhas do Espírito Santo,ES,1997-07-02,15.91166690826416,27.37815414428711,1462.90634765625
Média Mogiana,SP,1997-07-02,14.927888196447622,26.908170969589897,1477.8248927904212
Noroeste/Norte do Rio de Janeiro,RJ,1997-07-02,18.807815467255026,29.707786680776863,1115.091589819027
Norte Pioneiro do Paraná,PR,1997-07-02,16.55426405507622,27.340950458607775,1780.8465255845524
Norte e Noroeste de Minas,MG,1997-07-02,18.081955079679137,30.46568425496419,1479.5781574955693
